country,book,chapter,chapter_position,part_position,question_number,question_id,criteria_short,answer,justification,source_file,file_stem
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,1,q1,is space something to be contested,Other / Unsure,Nonfiction essay arguing for miniaturization of civilization as an alternative to space expansion. Discusses concepts but contains no narrative depicting space.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,2,q2,can you inhabit and hold territory in space,Other / Unsure,"Essay discusses interstellar expansion conceptually and quotes from 'The Micro-Era,' but itself contains no narrative of space habitation.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,3,q3,how long is journey / how  far from earth,Other / Unsure,Discusses interstellar distances and speed-of-light barriers conceptually. No narrative journey depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,Discusses hypothetical micro-civilizations conceptually. No narrative space society depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,No narrative space communication depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Other / Unsure,No narrative space environment depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,7,q7,how common is it for humans to live in space,Other / Unsure,No narrative space habitation depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No narrative space political order depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,9,q9,genre of the book,Other / Unsure,Nonfiction speculative essay; not a narrative with classifiable genre.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Other / Unsure,No narrative space domain activity depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,11,q11,Is space characterized like another military domain?,Other / Unsure,No narrative space domain analogy.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Civilizations Expansion in Reverse,NA,NA,12,q12,how physically different is space from earth?,Other / Unsure,No narrative space physical environment depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,1,q1,is space something to be contested,Other / Unsure,"Nonfiction essay about Ken Liu's literary works, discussing literary and sci-fi poeticness. No narrative depicting space.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,2,q2,can you inhabit and hold territory in space,Other / Unsure,Literary criticism essay. No space habitation depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,3,q3,how long is journey / how  far from earth,Other / Unsure,No space journey depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,No space society depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,No space language depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Other / Unsure,No space environment depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,7,q7,how common is it for humans to live in space,Other / Unsure,No space habitation depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No space political order depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,9,q9,genre of the book,Other / Unsure,Nonfiction literary essay about another author's works; not a narrative with classifiable genre.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Other / Unsure,No space domain activity depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,11,q11,Is space characterized like another military domain?,Other / Unsure,No space domain analogy provided.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Poetic Science Fiction,NA,NA,12,q12,how physically different is space from earth?,Other / Unsure,No space physical environment depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,1,q1,is space something to be contested,No contestation,Space is depicted as a peaceful domain for tourism. The couple's honeymoon cruise encounters no competition or conflict in space. The conflict arises only on the alternate Earth where dinosaurs are dominant.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)","The couple tours 'synchronously orbiting Space City' and Luna as tourists. Space is a place for visits and tourism, not permanent large-scale settlement. Interstellar travel exists via space-time jumps but habitation is presented as temporary/visiting.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,"The couple is 1.8 million kilometers from Earth on a honeymoon cruise, having visited Space City and Luna. The journey is near-Earth, interplanetary in scale.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,4,q4,how culturally different is space from earth?,Basically Earth society in space,The space setting is simply Earth people on a chartered honeymoon cruise. There is no distinct space culture; it is ordinary Earth tourism transplanted to space.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,"The couple communicates normally in space. The only language issue arises on the alternate Earth, where the computer translates a Latin-like language spoken by primitive humans.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,"Space cruising is comfortable enough for a honeymoon, but losing an engine strands the couple. The environment is traversable with proper technology but carries inherent risks.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,7,q7,how common is it for humans to live in space,Moderately common (noticeable settlements/populations),"Space City exists in orbit, Luna is visited, and space-time jump flights enable interstellar travel. Space tourism is available to civilians who can charter ships, suggesting moderate commonality.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,8,q8,are there different countries in space? Or just one?,Earth nation-states extend into space,"Earth governments have strict ordinances about wormhole travel, requiring ships to return or self-destruct if they cannot. Political authority over space activity extends from Earth governments.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,9,q9,genre of the book,Adventure / exploration,"A time-travel adventure where a honeymooning couple accidentally diverts the dinosaur-killing asteroid, returns to find dinosaurs evolved into the dominant civilization, and must use proof of their deed to negotiate survival.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The space setting involves only civilian activity: a honeymoon cruise on a chartered ship. No military presence in space is depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,11,q11,Is space characterized like another military domain?,Like the ocean / naval,"Space travel is described with nautical metaphors: chartering a small ship, cruising. The alternate Earth features an ocean-going vessel with a captain and crew, reinforcing the naval analogy.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,Destiny,NA,NA,12,q12,how physically different is space from earth?,Somewhat different (manageable environmental differences),"Space is traversable by small chartered ships. The couple cruises comfortably, though they face danger when stranded. The environment is different from Earth but manageable with technology.",China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,The Dark Forest Theory,NA,NA,1,q1,is space something to be contested,Other / Unsure,Nonfiction essay explaining the Dark Forest theory from the Three-Body Problem series. Discusses cosmic civilization relationships conceptually but contains no narrative.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,The Dark Forest Theory,NA,NA,2,q2,can you inhabit and hold territory in space,Other / Unsure,Essay discusses cosmic civilizations as abstract concepts. No narrative space habitation depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,The Dark Forest Theory,NA,NA,3,q3,how long is journey / how  far from earth,Other / Unsure,No narrative space journey depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,The Dark Forest Theory,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,Discusses alien civilizations theoretically but no narrative society is depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,The Dark Forest Theory,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,Discusses communication difficulties between civilizations conceptually. No narrative depiction.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
China,A View from the Stars,The Dark Forest Theory,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Other / Unsure,No narrative space environment depicted.,China_A_View_from_the_Stars.csv,China_A_View_from_the_Stars
