book,chapter,q_number,claude_answer,human_answer
The Three-Body Problem,Chapter 26,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 26,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 26,10,Other / Unsure,Mixed civilian-military domain
The Three-Body Problem,Chapter 26,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 26,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 27,1,"Low contestation (minor competition, little open conflict)",High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 27,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 27,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
The Three-Body Problem,Chapter 27,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 27,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 27,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 27,7,Other / Unsure,Uncommon (small specialist population)
The Three-Body Problem,Chapter 27,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 27,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 27,10,Other / Unsure,Entirely civilian
The Three-Body Problem,Chapter 27,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 27,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 28,1,High contestation (frequent conflict or strategic struggle),Other / Unsure
The Three-Body Problem,Chapter 28,2,Other / Unsure,"Limited settlement (small colonies, hard to sustain/control)"
The Three-Body Problem,Chapter 28,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 28,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 28,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 28,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 28,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 28,8,Other / Unsure,Single unified authority
The Three-Body Problem,Chapter 28,9,Political / diplomatic,Thriller / Horror / Survival
The Three-Body Problem,Chapter 28,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 28,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 28,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 29,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 29,2,Other / Unsure,"Limited settlement (small colonies, hard to sustain/control)"
The Three-Body Problem,Chapter 29,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 29,4,Radically different / alien social order,Other / Unsure
The Three-Body Problem,Chapter 29,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 29,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 29,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 29,8,Other / Unsure,Single unified authority
The Three-Body Problem,Chapter 29,9,Political / diplomatic,Other / Unsure
The Three-Body Problem,Chapter 29,10,Other / Unsure,Mostly civilian with some military presence
The Three-Body Problem,Chapter 29,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 29,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 30,1,Total war / constant conflict,Other / Unsure
The Three-Body Problem,Chapter 30,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 30,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
The Three-Body Problem,Chapter 30,4,Radically different / alien social order,Distinct space culture
The Three-Body Problem,Chapter 30,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Other / Unsure
The Three-Body Problem,Chapter 30,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 30,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 30,8,Other / Unsure,No political order / ungoverned
The Three-Body Problem,Chapter 30,9,Thriller / Horror / Survival,Other / Unsure
The Three-Body Problem,Chapter 30,10,Mostly military,Other / Unsure
The Three-Body Problem,Chapter 30,11,Like cyberspace / networked or abstract domain,Other / Unsure
The Three-Body Problem,Chapter 30,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 31,1,High contestation (frequent conflict or strategic struggle),Other / Unsure
The Three-Body Problem,Chapter 31,2,Other / Unsure,"Limited settlement (small colonies, hard to sustain/control)"
The Three-Body Problem,Chapter 31,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 31,4,Other / Unsure,Distinct space culture
The Three-Body Problem,Chapter 31,5,Other / Unsure,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 31,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 31,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 31,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 31,9,Military / war,Other / Unsure
The Three-Body Problem,Chapter 31,10,Mostly military,Mostly military
The Three-Body Problem,Chapter 31,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 31,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 32,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 32,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 32,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
The Three-Body Problem,Chapter 32,4,Radically different / alien social order,Distinct space culture
The Three-Body Problem,Chapter 32,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Translation-mediated communication (universal translator / communication tech makes language difference irrelevant)
The Three-Body Problem,Chapter 32,6,Extremely hostile (constant survival pressure),Other / Unsure
The Three-Body Problem,Chapter 32,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 32,8,Single unified authority,Single unified authority
The Three-Body Problem,Chapter 32,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 32,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 32,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 32,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 33,1,High contestation (frequent conflict or strategic struggle),Other / Unsure
The Three-Body Problem,Chapter 33,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Three-Body Problem,Chapter 33,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
The Three-Body Problem,Chapter 33,4,Radically different / alien social order,Distinct space culture
The Three-Body Problem,Chapter 33,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Same languages as Earth
The Three-Body Problem,Chapter 33,6,Extremely hostile (constant survival pressure),Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 33,7,Exceptionally rare (few astronauts/explorers),Normalized / widespread (space habitation is ordinary for humanity)
The Three-Body Problem,Chapter 33,8,Single unified authority,Other / Unsure
The Three-Body Problem,Chapter 33,9,Military / war,Drama
The Three-Body Problem,Chapter 33,10,Mostly military,Other / Unsure
The Three-Body Problem,Chapter 33,11,Like cyberspace / networked or abstract domain,Other / Unsure
The Three-Body Problem,Chapter 33,12,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure
The Three-Body Problem,Chapter 34,1,High contestation (frequent conflict or strategic struggle),High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 34,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 34,3,Other / Unsure,"Long-distance journey (years, major separation from Earth)"
The Three-Body Problem,Chapter 34,4,Other / Unsure,Distinct space culture
The Three-Body Problem,Chapter 34,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 34,6,Other / Unsure,Extremely hostile (constant survival pressure)
The Three-Body Problem,Chapter 34,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 34,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 34,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 34,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 34,11,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 34,12,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,1,Other / Unsure,High contestation (frequent conflict or strategic struggle)
The Three-Body Problem,Chapter 35,2,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,3,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,4,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,5,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,6,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,7,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,8,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,9,Drama,Other / Unsure
The Three-Body Problem,Chapter 35,10,Other / Unsure,Other / Unsure
The Three-Body Problem,Chapter 35,11,Other / Unsure,Totally unique domain
The Three-Body Problem,Chapter 35,12,Other / Unsure,Other / Unsure
